Pump_ID,Temperature,Vibration,Pressure,Flow_Rate,RPM,Operational_Hours,Maintenance_Flag,timestamp
1,52.76448927352263,0.5155548630413607,292.09281233564286,8.686728697415326,2589.8590497044074,100.2138802356134,0,2024-01-01 00:00:00
1,105.11286191607196,4.634533713832401,149.9101289498919,14.480420462607814,2595.685163251585,101.7332432288822,1,2024-01-01 01:00:00
1,94.05837480562136,3.3144968772131183,167.6283246785346,10.367927686277117,1057.763758560567,101.88095589093852,1,2024-01-01 02:00:00
1,88.4089693681668,2.935110080557883,203.93733645894008,10.179674142214353,2554.230952062729,107.10497610353656,0,2024-01-01 03:00:00
1,127.17368273809107,2.443708743248979,223.9709705416108,2.7776070019285144,2932.47937336584,107.44982693456188,0,2024-01-01 04:00:00
1,71.7989785412608,2.065259990406525,108.5929648407096,5.654946802906238,2036.981256979405,107.82930816869909,1,2024-01-01 05:00:00
1,101.20815239108008,3.066091238428763,224.5965826791351,15.010715567887566,1292.7593170035098,109.24874431298949,1,2024-01-01 06:00:00
1,118.45697589793936,3.3022316599091672,201.51401860897187,5.459253229820584,1207.547875729074,111.95109561724358,0,2024-01-01 07:00:00
1,63.11636257352448,3.018388463517485,187.163519710166,18.67819253450201,1749.4186542266302,112.34288752797264,0,2024-01-01 08:00:00
1,126.74937740600478,2.369505946989207,255.1183491077041,13.467767848628318,1650.743759211261,112.56348009352332,0,2024-01-01 09:00:00
1,82.78574755731636,2.185126660301805,294.7659468555487,7.99947146933725,1559.0631507755968,113.54681201335048,0,2024-01-01 10:00:00
1,119.7612734419287,2.704437356043035,126.0139078724109,5.443222062261554,2531.6914254714648,113.81947348685593,0,2024-01-01 11:00:00
1,86.2062065797603,3.998000606446756,222.8305002046734,7.843112097060009,1314.702512025016,114.63292811753146,0,2024-01-01 12:00:00
1,146.47216405567977,2.833539235000877,280.184399428898,11.574084817083808,2185.9207765643887,117.24166591531451,0,2024-01-01 13:00:00
1,141.53666872005664,4.97097152887179,267.4743716863944,5.729536688183124,2680.684539445488,118.22825028806908,0,2024-01-01 14:00:00
1,67.61463736104201,2.584119513006363,286.9663458982195,16.625713535923705,2615.389844932271,121.89993340408432,1,2024-01-01 15:00:00
1,94.62580905912095,4.092947917787392,291.3477742673055,2.260691870557195,2628.914852368922,122.91853883218012,0,2024-01-01 16:00:00
1,57.5297521307752,2.697973935444086,299.1801536154651,11.52325534870369,2641.638917011848,123.31557156538976,1,2024-01-01 17:00:00
1,109.2595065237356,1.425624153598061,297.46891150786826,6.040698425755587,2181.3164918937355,124.34625843796115,0,2024-01-01 18:00:00
1,104.7099205508556,4.160518706540739,169.03236937395707,3.167627980401569,2891.6338089313867,125.31589915083228,0,2024-01-01 19:00:00
1,121.61569066733638,3.762874587782397,218.98517791058163,4.375992263765081,2586.2712428858404,126.40172266119798,1,2024-01-01 20:00:00
1,80.38061259296876,3.262833430152404,264.52065921578065,17.380731743798524,2530.6767353096566,126.98254207277016,1,2024-01-01 21:00:00
1,59.03352599540246,3.559594486401401,218.4289362300027,15.974296002466351,1938.6018355055755,132.01271105226647,1,2024-01-01 22:00:00
1,73.67263695320273,2.9616059989314185,248.98809699035323,0.7985605136547446,2569.540426173615,133.71068889198636,1,2024-01-01 23:00:00
1,96.74577437309254,1.8513579676133844,133.0154433469657,15.068558331603938,2530.328803706467,134.85498905119607,1,2024-01-02 00:00:00
1,93.4076424915715,2.0768658668389954,165.2849891565979,16.38277547134176,2202.0292603487737,135.1429969190694,1,2024-01-02 01:00:00
1,104.1280151473922,3.5497165723546726,281.03422436108224,12.020410519893591,2975.9838666793303,135.3482262180061,0,2024-01-02 02:00:00
1,82.60384146118272,4.25096394631767,297.6121453166906,9.70466058862434,1710.3572010990388,135.86185984644248,1,2024-01-02 03:00:00
1,126.09203862493804,0.8990674162913136,284.5191812410569,12.436648961656276,2720.428331811704,138.07374649098315,0,2024-01-02 04:00:00
1,135.44653844757937,4.739328274431667,167.07119542869648,1.6471738729147978,2437.568151512791,142.70757394776172,0,2024-01-02 05:00:00
1,143.72439753681,4.135773051710551,171.89843917086358,6.06450830769611,2711.8152947551102,144.9815451306953,0,2024-01-02 06:00:00
1,100.77820819967778,3.4690131038310232,157.23029724333145,12.495113284054812,2598.887044034732,146.66377237822653,1,2024-01-02 07:00:00
1,99.51233890464052,0.1108904270727044,270.59877394328663,15.096938172251956,1361.8335709594387,150.14389106373275,0,2024-01-02 08:00:00
1,52.63879492841637,2.1875318194221047,213.70662885770577,14.325063224932013,1652.5428478928688,151.14991163719918,1,2024-01-02 09:00:00
1,62.46478116097258,4.207739262792314,221.9691543397388,16.94075016604808,2464.559728093824,154.51123041040196,1,2024-01-02 10:00:00
1,50.91234736466752,1.3471617308386248,105.09666598699717,0.9376038031446714,2693.0592583658245,155.45443591587488,0,2024-01-02 11:00:00
1,73.59288347156104,0.3401083810186203,203.70131287824032,11.540051267563564,2638.481982180545,160.85165090174397,0,2024-01-02 12:00:00
1,108.99207106562892,1.401832610409243,114.68262566587045,8.432045261022889,1040.0260339728304,164.74965421554046,1,2024-01-02 13:00:00
